"year","statefip","age","sex","empstat","educ","wkswork1","uhrsworkly","incwage"
2017,"new york",20,"male","nilf, other","high school diploma or equivalent",2,10,250
2017,"kentucky",56,"male","at work","some college but no degree",38,45,50000
2010,"kentucky",45,"male","at work","some college but no degree",52,40,45000
2010,"vermont",57,"female","has job, not at work last week","master's degree",36,15,5000
2000,"vermont",31,"male","nilf, other","bachelor's degree",1,40,240
2010,"ohio",31,"female","at work","associate's degree, academic program",5,40,300
2017,"rhode island",38,"female","at work","bachelor's degree",52,48,136000
2010,"california",53,"male","at work","bachelor's degree",52,32,72000
2017,"florida",41,"female","at work","doctorate degree",52,40,100000
2000,"florida",51,"female","at work","associate's degree, occupational/vocational program",52,40,34000
2017,"utah",58,"male","at work","high school diploma or equivalent",52,44,65000
2010,"minnesota",42,"male","at work","master's degree",52,50,100000
2017,"kansas",61,"male","at work","high school diploma or equivalent",52,40,10800
2010,"illinois",24,"female","at work","bachelor's degree",52,20,20000
2000,"wisconsin",30,"female","at work","high school diploma or equivalent",51,40,22000
2017,"north carolina",37,"male","at work","bachelor's degree",52,40,170000
2017,"utah",60,"female","at work","high school diploma or equivalent",52,40,20000
2010,"florida",45,"male","at work","bachelor's degree",52,40,48000
2000,"montana",37,"female","at work","some college but no degree",52,30,13000
2010,"new york",39,"female","at work","associate's degree, occupational/vocational program",52,40,50000
2010,"minnesota",43,"male","at work","master's degree",52,40,110000
2010,"pennsylvania",31,"female","at work","bachelor's degree",52,16,25100
2010,"ohio",41,"male","at work","master's degree",52,50,66000
2010,"mississippi",29,"female","nilf, other","high school diploma or equivalent",12,39,4164
2017,"pennsylvania",52,"female","at work","master's degree",52,40,64000
2010,"michigan",52,"male","at work","professional school degree",52,60,104900
2017,"florida",24,"male","at work","some college but no degree",52,20,6000
2017,"nevada",37,"female","at work","some college but no degree",52,40,24000
2010,"alaska",46,"female","at work","associate's degree, occupational/vocational program",40,40,21000
2010,"nevada",53,"male","at work","some college but no degree",52,24,24000
2010,"maine",59,"female","at work","master's degree",52,20,113677
2000,"maine",48,"male","at work","high school diploma or equivalent",52,40,50000
2017,"oklahoma",48,"male","at work","high school diploma or equivalent",52,40,29120
2000,"vermont",45,"male","at work","high school diploma or equivalent",52,55,12000
2010,"colorado",55,"female","at work","bachelor's degree",52,40,109000
2010,"michigan",35,"male","at work","master's degree",52,40,100000
2017,"florida",20,"female","at work","high school diploma or equivalent",52,28,10000
2017,"minnesota",60,"female","at work","associate's degree, occupational/vocational program",52,40,75000
2010,"texas",29,"male","at work","professional school degree",52,50,20000
2010,"alaska",45,"female","at work","bachelor's degree",52,32,17000
2017,"new york",58,"female","at work","professional school degree",52,35,100000
2010,"new york",41,"female","at work","high school diploma or equivalent",52,35,45000
2010,"oregon",35,"male","at work","bachelor's degree",40,50,47000
2017,"district of columbia",41,"female","at work","bachelor's degree",52,50,58000
2010,"north carolina",33,"female","at work","some college but no degree",52,50,30000
2000,"nebraska",52,"female","at work","some college but no degree",52,35,18400
2000,"nevada",48,"male","at work","high school diploma or equivalent",46,40,22800
2010,"michigan",28,"female","at work","high school diploma or equivalent",52,40,35000
2000,"california",43,"female","at work","some college but no degree",52,35,44000
2017,"new york",48,"female","at work","high school diploma or equivalent",52,32,40000
2000,"kansas",28,"female","at work","high school diploma or equivalent",35,30,4000
2010,"north dakota",53,"male","at work","high school diploma or equivalent",52,60,40
2010,"iowa",29,"male","at work","12th grade, no diploma",52,40,28000
2010,"ohio",38,"male","at work","doctorate degree",52,40,10000
2017,"california",33,"female","at work","some college but no degree",52,40,35000
2000,"south carolina",31,"male","at work","high school diploma or equivalent",52,40,40000
2017,"georgia",29,"female","at work","high school diploma or equivalent",52,40,30000
2017,"california",32,"female","at work","bachelor's degree",44,22,7600
2010,"south dakota",47,"female","at work","doctorate degree",52,40,73496
2017,"new york",18,"male","at work","grade 11",52,40,27000
2017,"new mexico",31,"female","unemployed, experienced worker","some college but no degree",18,35,6000
2000,"delaware",61,"male","at work","high school diploma or equivalent",52,40,47000
2017,"north carolina",32,"male","at work","doctorate degree",52,50,9500
2017,"alaska",53,"female","nilf, other","some college but no degree",2,40,1680
2017,"new york",42,"male","at work","master's degree",52,48,114000
2000,"mississippi",22,"male","at work","some college but no degree",52,40,17000
2017,"new york",25,"male","at work","master's degree",52,80,80000
2000,"new york",41,"male","at work","some college but no degree",52,40,43220
2000,"florida",41,"male","at work","grade 9",52,40,31000
2000,"california",27,"male","at work","some college but no degree",52,30,17160
2010,"connecticut",59,"male","at work","doctorate degree",52,60,125000
2000,"indiana",47,"male","at work","some college but no degree",52,40,42000
2010,"california",30,"male","at work","bachelor's degree",50,50,120000
2000,"new mexico",53,"female","nilf, other","high school diploma or equivalent",13,3,195
2017,"north dakota",35,"male","at work","some college but no degree",52,40,36000
2010,"nebraska",35,"male","at work","some college but no degree",52,40,52000
2010,"florida",47,"female","at work","bachelor's degree",52,50,108000
2000,"north carolina",35,"male","at work","high school diploma or equivalent",52,40,18000
2010,"florida",26,"female","at work","professional school degree",52,40,100000
2000,"massachusetts",40,"female","at work","some college but no degree",10,40,4600
2017,"connecticut",51,"male","has job, not at work last week","associate's degree, academic program",52,50,14900
2010,"south dakota",52,"male","at work","high school diploma or equivalent",52,40,24960
2000,"texas",32,"male","at work","grades 5 or 6",52,40,12000
2017,"idaho",34,"female","at work","bachelor's degree",52,30,4800
2010,"ohio",45,"female","at work","high school diploma or equivalent",47,30,8000
2000,"california",47,"male","at work","bachelor's degree",52,30,60000
2017,"california",41,"male","at work","grades 1, 2, 3, or 4",52,48,3000
2010,"nevada",35,"female","at work","high school diploma or equivalent",52,8,30000
2000,"new york",32,"male","at work","high school diploma or equivalent",52,40,18000
2000,"new jersey",58,"female","has job, not at work last week","associate's degree, occupational/vocational program",52,35,17000
2000,"new jersey",29,"male","at work","grades 1, 2, 3, or 4",40,40,13450
2010,"wyoming",22,"male","nilf, other","associate's degree, academic program",30,45,12000
2000,"rhode island",32,"male","at work","bachelor's degree",52,40,67000
2000,"mississippi",42,"female","at work","bachelor's degree",52,40,50000
2017,"louisiana",29,"female","has job, not at work last week","bachelor's degree",52,36,60000
2017,"utah",37,"female","at work","bachelor's degree",52,40,88000
2010,"georgia",36,"female","at work","some college but no degree",52,40,24000
2010,"nebraska",18,"male","unemployed, experienced worker","high school diploma or equivalent",52,40,8500
2017,"vermont",37,"female","at work","bachelor's degree",52,40,71000
2010,"rhode island",44,"male","unemployed, experienced worker","high school diploma or equivalent",44,40,54000
2010,"west virginia",33,"female","at work","some college but no degree",52,40,51000
2000,"florida",41,"male","at work","high school diploma or equivalent",52,40,21000
2010,"maine",43,"female","has job, not at work last week","some college but no degree",52,60,39000
2000,"wyoming",48,"male","at work","high school diploma or equivalent",52,40,27000
2010,"north dakota",48,"male","at work","some college but no degree",52,40,22000
2000,"new york",52,"female","at work","grade 10",52,40,12480
2010,"vermont",39,"male","at work","bachelor's degree",48,40,42000
2000,"mississippi",50,"male","at work","some college but no degree",52,55,55000
2010,"florida",24,"male","at work","bachelor's degree",52,40,35000
2010,"connecticut",51,"male","at work","some college but no degree",50,30,32000
2017,"vermont",35,"female","at work","high school diploma or equivalent",52,39,38000
2017,"new jersey",35,"male","unemployed, experienced worker","grade 9",52,40,32000
2000,"new york",50,"male","at work","bachelor's degree",52,40,50000
2000,"new jersey",63,"male","at work","high school diploma or equivalent",52,45,34632
2010,"new york",22,"female","at work","bachelor's degree",52,20,8424
2010,"maryland",37,"female","at work","high school diploma or equivalent",52,40,25000
2010,"new york",52,"female","at work","high school diploma or equivalent",52,38,40000
2017,"california",39,"female","at work","associate's degree, academic program",52,40,65000
2000,"kansas",29,"female","nilf, other","bachelor's degree",16,15,900
2000,"district of columbia",36,"male","at work","bachelor's degree",52,46,48484
2017,"wisconsin",36,"male","at work","master's degree",52,40,88000
2000,"connecticut",55,"female","at work","grade 10",52,40,22000
2000,"california",29,"female","at work","associate's degree, academic program",52,40,14000
2010,"maryland",31,"female","at work","some college but no degree",52,40,30000
2017,"west virginia",49,"female","at work","master's degree",52,60,118000
2017,"maryland",31,"female","at work","some college but no degree",52,48,80000
